"SampleID","L1","L2","L3","L4","L5","L6","Memb.Total","Memb.QC","Lev.1.Memb","Lev.1.Name","Lev.2.Memb","Lev.2.Name","Lev.Memb.Diff","Lev.Memb.close","Lev.Prop.Num","Lev.Prop.Nar"
"05014REF",0,0.7,0.3,0,0,0,1,"PASS",0.7,2,0.3,3,0.4,NA,2.3,"2-"
"05014REFa",0,0.2,0.8,0,0,0,1,"PASS",0.8,3,0.2,2,0.6,NA,2.8,"3+"
"06095DFW",0,0.259174311926605,0.74082569,0,0,0,1,"PASS",0.74082569,3,0.259174311926605,2,0.481651378073395,NA,2.74082569385321,"3+"
