INDEX_NAME,INDEX_CLASS,SAMPLEID,TAXAID,N_TAXA,NONTARGET,Thermal_indicator,Phylum,Class,Subclass,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Diplocladius,57,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Diplocladius
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Dixa,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,Dixa
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Elmidae,8,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Helophorus,1,FALSE,,Arthropoda,Insecta,Pterygota,Coleoptera,,Hydrophiloidea,Helophoridae,,,Helophorus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Heterotrissocladius marcidus group,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Heterotrissocladius
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Hexatoma,6,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,Hexatoma
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Hydatophylax,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Limnephilidae,,,Hydatophylax
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Ironodes,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Ironodes
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Isoperla,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlodidae,,,Isoperla
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Labrundinia,1,FALSE,,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Lepidostoma,3,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Lepidostomatidae,,,Lepidostoma
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Leuctridae,39,FALSE,cold,Arthropoda,Insecta,Pterygota,Plecoptera,,,Leuctridae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Limnephilidae,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Limnephilidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Limoniidae,2,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Micrasema,5,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Brachycentridae,,,Micrasema
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Neoleptophlebia/Paraleptophlebia,169,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Leptophlebiidae,,,Neoleptophlebia/Paraleptophlebia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Neoplasta,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,,Neoplasta
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Oligochaeta,22,FALSE,eurythermal,Annelida,Clitellata,Oligochaeta,,,,,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Optioservus,6,FALSE,warm,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,Optioservus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Oreodytes,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Coleoptera,,,Dytiscidae,Hydroporinae,,Oreodytes
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Orthocladius complex,1,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Orthocladius complex
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Parametriocnemus,4,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Parametriocnemus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Paratanytarsus,3,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Pericomaini,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Pericomaini,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Perlodidae,3,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlodidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Polypedilum,6,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,Polypedilum
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Psectrocladius,1,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Psectrocladius
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Psilometriocnemus,2,FALSE,cold,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Psilometriocnemus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Rheocricotopus,28,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Rheocricotopus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Rheotanytarsus,2,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Rhyacophila betteni group,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Sialis,1,FALSE,warm,Arthropoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,Sialis
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Skwala,3,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlodidae,,,Skwala
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Sphaeriidae,1,FALSE,warm,Mollusca,Bivalvia,Heterodonta,Veneroida,,Corbiculoidea,Sphaeriidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Sweltsa,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Chloroperlidae,Chloroperlinae,,Sweltsa
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Tabanidae,1,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Tanytarsini,34,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Thienemanniella,2,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Thienemanniella
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Thienemannimyia group,8,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia group
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Tvetenia bavarica group,5,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Tvetenia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7105_1,Zapada cinctipes,140,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Zapada
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Acari,13,FALSE,eurythermal,Arthropoda,Arachnida,Acari,,,,,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Baetis,4,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Baetidae,,,Baetis
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Baetis tricaudatus complex,48,FALSE,cowa,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Baetidae,,,Baetis
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Brillia,7,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Brillia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Calineuria californica,10,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlidae,,,Calineuria
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Chelifera/Metachela,4,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,,,Chelifera/Metachela
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Cinygmula,19,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Cinygmula
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Dicranota,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,Dicranota
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Diphetor,31,FALSE,cowa,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Baetidae,,,Diphetor
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Dixa,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,Dixa
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Drunella doddsii,7,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Ephemerellidae,,,Drunella
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Epeorus albertae group,2,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Epeorus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Eukiefferiella claripennis group,2,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Eukiefferiella
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Glossosoma,41,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,Glossosoma
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Hesperoperla,1,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlidae,,,Hesperoperla
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Hydropsyche,25,FALSE,warm,Arthropoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,Hydropsyche
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Juga,1,FALSE,cowa,Mollusca,Gastropoda,Prosobranchia,Neotaenioglossa,,,Pleuroceridae,,,Juga
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Lepidostoma,3,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Lepidostomatidae,,,Lepidostoma
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Malenka,8,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Malenka
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Maruina,3,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,Maruina
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Micropsectra,32,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,Micropsectra
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Neoleptophlebia/Paraleptophlebia,7,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Leptophlebiidae,,,Neoleptophlebia/Paraleptophlebia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Optioservus,6,FALSE,warm,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,Optioservus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Parametriocnemus,5,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Parametriocnemus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Perlidae,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Polypedilum,13,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,Polypedilum
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rheocricotopus,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Rheocricotopus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rheotanytarsus,1,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rhithrogena,64,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Rhithrogena
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rhyacophila,7,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rhyacophila angelita group,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rhyacophila betteni group,5,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rhyacophila blarina,33,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Rhyacophila brunnea/vemna groups,5,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Simulium,91,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,Simulium
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Skwala,7,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlodidae,,,Skwala
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Sphaeriidae,1,FALSE,warm,Mollusca,Bivalvia,Heterodonta,Veneroida,,Corbiculoidea,Sphaeriidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Sweltsa,32,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Chloroperlidae,Chloroperlinae,,Sweltsa
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Truncatelloidea,1,FALSE,warm,Mollusca,Gastropoda,,Littorinimorpha,,,,,,
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Tvetenia bavarica group,4,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Tvetenia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Wormaldia,26,FALSE,cowa,Arthropoda,Insecta,Pterygota,Trichoptera,,Philopotamoidea,Philopotamidae,,,Wormaldia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Zaitzevia,11,FALSE,warm,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,Zaitzevia
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Zapada cinctipes,41,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Zapada
Therm_ORWA_Bugs500ct,ORWA,SampOD_7106_1,Zapada oregonensis group,1,FALSE,cold,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Zapada
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Acentrella turbida,13,FALSE,warm,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Baetidae,,,Acentrella
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Antocha,5,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,Antocha
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Atractides,1,FALSE,eurythermal,Arthropoda,Arachnida,Acari,Trombidiformes,,,Hygrobatidae,,,Atractides
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Baetis tricaudatus complex,74,FALSE,cowa,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Baetidae,,,Baetis
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Brachycentrus americanus,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Brachycentridae,,,Brachycentrus
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Brillia,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Brillia
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Calineuria californica,3,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlidae,,,Calineuria
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Chironomidae,2,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Cinygmula,21,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Cinygmula
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Clinocera,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,Clinocera
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Dicosmoecus atripes,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Limnephilidae,Dicosmoecinae,,Dicosmoecus
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Dicosmoecus gilvipes,2,FALSE,warm,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Limnephilidae,Dicosmoecinae,,Dicosmoecus
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Dicranomyia,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,Dicranomyia
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Diphetor,21,FALSE,cowa,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Baetidae,,,Diphetor
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Dixa,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,Dixa
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Ephydridae,1,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Brachycera,,Ephydridae,,,
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Eukiefferiella brehmi group,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Eukiefferiella
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Eukiefferiella claripennis group,1,FALSE,cowa,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Eukiefferiella
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Glossosoma,13,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,Glossosoma
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Glutops,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Brachycera,,Pelecorhyncidae,,,Glutops
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Hesperoperla,1,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlidae,,,Hesperoperla
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Heterlimnius,26,FALSE,cool,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,Heterlimnius
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Hydropsyche,7,FALSE,warm,Arthropoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,Hydropsyche
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Ironodes,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Ironodes
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Isoperla,37,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlodidae,,,Isoperla
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Kathroperla,1,FALSE,cold,Arthropoda,Insecta,Pterygota,Plecoptera,,,Chloroperlidae,Paraperlinae,,Kathroperla
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Lebertia,1,FALSE,eurythermal,Arthropoda,Arachnida,Acari,Trombidiformes,,,Lebertiidae,,,Lebertia
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Lepidostoma,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Lepidostomatidae,,,Lepidostoma
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Leuctridae,2,FALSE,cold,Arthropoda,Insecta,Pterygota,Plecoptera,,,Leuctridae,,,
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Malenka,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Malenka
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Micropsectra,6,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,Micropsectra
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Narpus,2,FALSE,cool,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,Narpus
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Neoleptophlebia/Paraleptophlebia,7,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Leptophlebiidae,,,Neoleptophlebia/Paraleptophlebia
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Neophylax rickeri,3,FALSE,cowa,Arthropoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Uenoidae,,,Neophylax
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Oligochaeta,23,FALSE,eurythermal,Annelida,Clitellata,Oligochaeta,,,,,,,
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Orthocladius,2,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Orthocladius
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Parametriocnemus,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Parametriocnemus
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Physella,1,FALSE,warm,Mollusca,Gastropoda,,Basommatophora,,,Physidae,,,Physella
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Polypedilum,49,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,Polypedilum
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Rheotanytarsus,23,FALSE,warm,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Rhithrogena,124,FALSE,cool,Arthropoda,Insecta,Pterygota,Ephemeroptera,,,Heptageniidae,,,Rhithrogena
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Rhyacophila betteni group,7,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Rhyacophila narvae,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,Rhyacophila
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Simulium,6,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,Simulium
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Skwala,18,FALSE,cowa,Arthropoda,Insecta,Pterygota,Plecoptera,,,Perlodidae,,,Skwala
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Sweltsa,8,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Chloroperlidae,Chloroperlinae,,Sweltsa
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Tipulidae,1,FALSE,eurythermal,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Torrenticola,1,FALSE,cool,Arthropoda,Arachnida,Acari,Trombidiformes,,,Torrenticolidae,,,Torrenticola
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Trombidiformes,2,FALSE,eurythermal,Arthropoda,Arachnida,Acari,Trombidiformes,,,,,,
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Tvetenia bavarica group,3,FALSE,cool,Arthropoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Tvetenia
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Zaitzevia,3,FALSE,warm,Arthropoda,Insecta,Pterygota,Coleoptera,,,Elmidae,,,Zaitzevia
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Zapada cinctipes,9,FALSE,cool,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Zapada
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10009_15078,Zapada oregonensis group,1,FALSE,cold,Arthropoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,Zapada
Therm_ORWA_Bugs500ct,ORWA,SampPSSB_10010_15079,Ametor,1,FALSE,cool,Arthropoda,Insecta,Pterygota,Coleoptera,,Hydrophiloidea,Hydrophilidae,,,Ametor
